idx,s,r,o,gold_start,gold_end,pred_text,pred_start,pred_end,giou_top1,aeiou_top1,ae_start_top1,ae_end_top1,ae_avg_top1,ctx_1hop,ctx_2hop,ctx_used,prompt_chars,prompt_preview
3175,4820,14,4174,1993,1993,Answer: 1992-1993,1992,1993,0.5,0.5,1,0,0.5,0,0,0,572,
3176,11171,22,9858,1999,2001,Answer: 2000-2004,2000,2004,0.3333333333333333,0.3333333333333333,1,3,2.0,0,0,0,686,
3177,2702,17,6005,1752,1752,Answer: ####-####,,,0.0,0.0,,,,0,0,0,677,
3178,12486,22,10093,2016,,Answer: 2013-2015,2013,2015,0.0,0.0,3,,,0,0,0,696,
3179,7329,20,7330,1968,1968,Answer: 1950-1980,1950,1980,0.03225806451612903,0.03225806451612903,18,12,15.0,0,0,0,744,
3180,12028,22,11035,2012,2012,Answer: 2003-2004,2003,2004,-0.7,0.1,9,8,8.5,0,0,0,678,
3181,1893,17,6794,1955,1955,Answer: 1955-1955,1955,1955,1.0,1.0,0,0,0.0,0,0,0,671,
3182,10840,22,9858,2007,2010,Answer: 2010-2012,2010,2012,0.16666666666666666,0.16666666666666666,3,2,2.5,0,0,0,692,
3183,11717,22,11029,2004,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
3184,11119,22,10003,2008,2011,Answer: 2010-2011,2010,2011,0.5,0.5,2,0,1.0,0,0,0,672,
3185,9046,17,9047,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,713,
3186,11524,22,9678,1982,1983,Answer: 1984-1987,1984,1987,0.0,0.16666666666666666,2,4,3.0,0,0,0,682,
3187,12453,22,5472,2013,2015,Answer: 2010-2011,2010,2011,-0.16666666666666666,0.16666666666666666,3,4,3.5,0,0,0,694,
3188,9786,22,9789,2014,2014,Answer: 2012-2014,2012,2014,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,722,
3189,11961,22,9952,2006,2007,Answer: 2007-2009,2007,2009,0.25,0.25,1,2,1.5,0,0,0,688,
3190,8293,17,7107,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,671,
3191,2278,17,6869,1954,1954,Answer: 1947-1954,1947,1954,0.125,0.125,7,0,3.5,0,0,0,701,
3192,2362,20,7343,1994,1994,Answer: 1950-1999,1950,1999,0.02,0.02,44,5,24.5,0,0,0,702,
3193,3683,14,3437,2001,2010,Answer: 2001-2010,2001,2010,1.0,1.0,0,0,0.0,0,0,0,549,
3194,8441,20,7092,1966,1966,Answer: ####-####,,,0.0,0.0,,,,0,0,0,692,
3195,11721,22,10893,1987,1988,Answer: 1982-1983,1982,1983,-0.42857142857142855,0.14285714285714285,5,5,5.0,0,0,0,605,
3196,12366,22,10019,2009,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,639,
3197,12063,22,9851,2007,2012,Answer: 2007-2011,2007,2011,0.8333333333333334,0.8333333333333334,0,1,0.5,0,0,0,680,
3198,12154,22,10362,2007,2010,Answer: 2007-2010,2007,2010,1.0,1.0,0,0,0.0,0,0,0,698,
3199,9361,20,6706,1936,1936,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
3200,10702,22,5649,1997,2000,Answer: 1997-2000,1997,2000,1.0,1.0,0,0,0.0,0,0,0,690,
3201,10839,22,9567,1999,2007,Answer: 1999-2007,1999,2007,1.0,1.0,0,0,0.0,0,0,0,682,
3202,9450,21,9451,1911,1911,Answer: 1911-1911,1911,1911,1.0,1.0,0,0,0.0,0,0,0,672,
3203,4003,17,6012,1906,1906,Answer: 1906-1906,1906,1906,1.0,1.0,0,0,0.0,0,0,0,689,
3204,7222,20,5762,1935,1935,Answer: 1901-1947,1901,1947,0.02127659574468085,0.02127659574468085,34,12,23.0,0,0,0,692,
3205,9241,20,7862,1978,1978,Answer: ####-####,,,0.0,0.0,,,,0,0,0,740,
3206,11839,22,10742,2009,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,674,
3207,8258,20,6038,2003,2003,Answer: 1995-2005,1995,2005,0.09090909090909091,0.09090909090909091,8,2,5.0,0,0,0,716,
3208,11847,22,10729,2008,2008,Answer: 2008-2009,2008,2009,0.5,0.5,0,1,0.5,0,0,0,736,
3209,9935,22,9939,2017,,Answer: 2017-2024,2017,2024,0.0,0.0,0,,,0,0,0,688,
3210,10988,22,10474,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,718,
3211,5850,20,8152,2014,2014,Answer: 2014-2014,2014,2014,1.0,1.0,0,0,0.0,0,0,0,724,
3212,2470,20,7605,1987,1987,Answer: 1976-2014,1976,2014,0.02564102564102564,0.02564102564102564,11,27,19.0,0,0,0,702,
3213,8359,17,6603,1984,1984,Answer: 1984-1984,1984,1984,1.0,1.0,0,0,0.0,0,0,0,739,
3214,6312,22,9592,2009,2009,Answer: 2009-2010,2009,2010,0.5,0.5,0,1,0.5,0,0,0,672,
3215,12122,22,9818,2000,2001,Answer: 1998-2001,1998,2001,0.5,0.5,2,0,1.0,0,0,0,758,
3216,6849,20,6469,1988,1988,Answer: 1973-1988,1973,1988,0.0625,0.0625,15,0,7.5,0,0,0,746,
3217,11192,22,9678,1999,2001,Answer: 2007-2009,2007,2009,-0.45454545454545453,0.09090909090909091,8,8,8.0,0,0,0,670,
3218,12137,22,9647,2010,2011,Answer: 2008-2010,2008,2010,0.25,0.25,2,1,1.5,0,0,0,712,
3219,6439,17,6288,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,687,
3220,8710,20,8086,1986,1986,Answer: ####-####,,,0.0,0.0,,,,0,0,0,726,
3221,468,1,126,1871,1920,Answer: ####-1790,1790,1790,-0.6106870229007634,0.007633587786259542,81,130,105.5,0,0,0,697,
3222,11493,22,9792,1991,1992,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
3223,8879,17,6297,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,705,
3224,11568,22,9825,1995,1998,Answer: 1989-1991,1989,1991,-0.3,0.1,6,7,6.5,0,0,0,682,
3225,8081,20,6474,2013,2013,Answer: 2013-2013,2013,2013,1.0,1.0,0,0,0.0,0,0,0,760,
3226,3003,10,2924,1984,1984,Answer: 1985-2024,1985,2024,0.0,0.024390243902439025,1,40,20.5,0,0,0,671,
3227,12072,22,10763,2006,2006,Answer: 2003-2004,2003,2004,-0.25,0.25,3,2,2.5,0,0,0,682,
3228,12423,22,10920,2003,2004,Answer: 1997-1999,1997,1999,-0.375,0.125,6,5,5.5,0,0,0,682,
3229,12347,22,9604,2007,2010,Answer: 2013-2015,2013,2015,-0.2222222222222222,0.1111111111111111,6,5,5.5,0,0,0,682,
3230,11433,22,9645,2015,2016,Answer: 2017-2019,2017,2019,0.0,0.2,2,3,2.5,0,0,0,696,
3231,11441,22,11442,2011,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
3232,3995,14,3456,2010,2015,Answer: 2017-2019,2017,2019,-0.1,0.1,7,4,5.5,0,0,0,574,
3233,12249,22,9702,2002,2002,Answer: 1999-2002,1999,2002,0.25,0.25,3,0,1.5,0,0,0,732,
3234,10606,22,5649,2004,2006,Answer: 2009-2016,2009,2016,-0.15384615384615385,0.07692307692307693,5,10,7.5,0,0,0,682,
3235,12430,22,9937,1987,1989,Answer: 1983-1986,1983,1986,0.0,0.14285714285714285,4,3,3.5,0,0,0,700,
3236,2428,17,6468,1994,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,737,
3237,134,1,125,1790,1871,Answer: 1790-2024,1790,2024,0.34893617021276596,0.34893617021276596,0,153,76.5,0,0,0,683,
3238,8647,17,6713,2003,2003,Answer: 1999-1999,1999,1999,-0.6,0.2,4,4,4.0,0,0,0,701,
3239,12487,22,10724,1993,1994,Answer: ####-####,,,0.0,0.0,,,,0,0,0,736,
3240,11739,22,10997,2001,2002,Answer: 1998-1999,1998,1999,-0.2,0.2,3,3,3.0,0,0,0,704,
3241,9733,22,9622,2009,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,694,
3242,4813,14,3456,2010,2015,Answer: 2017-2019,2017,2019,-0.1,0.1,7,4,5.5,0,0,0,576,
3243,11441,22,9891,2014,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,690,
3244,9607,22,9609,2009,2009,Answer: 2023-2023,2023,2023,-0.8666666666666667,0.06666666666666667,14,14,14.0,0,0,0,690,
3245,11382,22,10377,2002,2005,Answer: 2001-2004,2001,2004,0.6,0.6,1,1,1.0,0,0,0,734,
3246,3203,17,6707,2008,2008,Answer: ####-####,,,0.0,0.0,,,,0,0,0,711,
3247,12489,22,9822,1997,2000,Answer: 1995-1998,1995,1998,0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,724,
3248,10861,22,9541,1997,1997,Answer: 1995-1997,1995,1997,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,734,
3249,11158,22,10735,2010,2010,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
3250,12172,22,9756,1962,1963,Answer: 1957-1958,1957,1958,-0.42857142857142855,0.14285714285714285,5,5,5.0,0,0,0,680,
3251,1173,1,953,1790,1871,Answer: ####-####,,,0.0,0.0,,,,0,0,0,709,
3252,9652,22,9653,2008,2011,Answer: 2006-2010,2006,2010,0.5,0.5,2,1,1.5,0,0,0,690,
3253,3451,14,3452,2012,2016,Answer: 2012-2016,2012,2016,1.0,1.0,0,0,0.0,0,0,0,738,
3254,12347,22,10482,2004,2006,Answer: 2002-2005,2002,2005,0.4,0.4,2,1,1.5,0,0,0,722,
3255,11330,22,9617,2011,2015,Answer: 2011-2015,2011,2015,1.0,1.0,0,0,0.0,0,0,0,676,
3256,11691,22,9590,2002,2002,Answer: 2002-2004,2002,2004,0.3333333333333333,0.3333333333333333,0,2,1.0,0,0,0,677,
3257,3176,14,4224,1980,1988,Answer: 1978-1983,1978,1983,0.36363636363636365,0.36363636363636365,2,5,3.5,0,0,0,726,
3258,10842,22,10412,2002,2003,Answer: 2002-2003,2002,2003,1.0,1.0,0,0,0.0,0,0,0,682,
3259,8904,20,7513,2008,2008,Answer: 1995-2015,1995,2015,0.047619047619047616,0.047619047619047616,13,7,10.0,0,0,0,710,
3260,6383,17,6386,2010,2010,Answer: 2011-2011,2011,2011,0.0,0.5,1,1,1.0,0,0,0,737,
3261,8190,20,8085,1990,1990,Answer: 1988-1992,1988,1992,0.2,0.2,2,2,2.0,0,0,0,732,
3262,12182,22,9560,2009,2011,Answer: 2003-2007,2003,2007,-0.1111111111111111,0.1111111111111111,6,4,5.0,0,0,0,672,
3263,656,6,30,,1917,Answer: 1831-1917,1831,1917,0.0,0.0,,0,,0,0,0,672,
3264,11749,22,9973,2008,2010,Answer: 2007-2008,2007,2008,0.25,0.25,1,2,1.5,0,0,0,684,
3265,12086,22,9766,2006,2006,Answer: 2004-2005,2004,2005,0.0,0.3333333333333333,2,1,1.5,0,0,0,718,
3266,12129,22,10543,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,608,
3267,11480,22,10370,1991,1993,Answer: 1992-1993,1992,1993,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,692,
3268,11365,22,11367,1941,1944,Answer: 1940-1942,1940,1942,0.4,0.4,1,2,1.5,0,0,0,698,
3269,5686,22,9689,1961,1962,Answer: 1961-1962,1961,1962,1.0,1.0,0,0,0.0,0,0,0,732,
3270,4793,14,3456,2010,2015,Answer: 2010-2015,2010,2015,1.0,1.0,0,0,0.0,0,0,0,584,
3271,3814,14,3794,1937,1940,Answer: 1937-1940,1937,1940,1.0,1.0,0,0,0.0,0,0,0,720,
3272,10994,22,9708,2008,2009,Answer: 1993-1997,1993,1997,-0.5882352941176471,0.058823529411764705,15,12,13.5,0,0,0,680,
3273,11984,22,11035,2007,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,682,
3274,11560,22,9800,1976,1984,Answer: 1974-1984,1974,1984,0.8181818181818182,0.8181818181818182,2,0,1.0,0,0,0,684,
3275,12344,22,10630,2001,2002,Answer: 1997-1998,1997,1998,-0.3333333333333333,0.16666666666666666,4,4,4.0,0,0,0,690,
3276,8011,20,9321,2003,2003,Answer: 1998-2009,1998,2009,0.08333333333333333,0.08333333333333333,5,6,5.5,0,0,0,728,
3277,8353,20,5762,1959,1959,Answer: ####-####,,,0.0,0.0,,,,0,0,0,698,
3278,12395,22,10524,2002,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,744,
3279,7312,20,9282,2010,2010,Answer: 2010-2010,2010,2010,1.0,1.0,0,0,0.0,0,0,0,728,
3280,9832,22,9686,2008,2009,Answer: 2012-2013,2012,2013,-0.3333333333333333,0.16666666666666666,4,4,4.0,0,0,0,674,
3281,11764,22,9647,1996,1997,Answer: 1994-1997,1994,1997,0.5,0.5,2,0,1.0,0,0,0,748,
3282,6663,17,6670,2003,2003,Answer: 2000-2003,2000,2003,0.25,0.25,3,0,1.5,0,0,0,739,
3283,9036,17,6067,1972,1972,Answer: ####-####,,,0.0,0.0,,,,0,0,0,699,
3284,11232,22,10229,1994,1995,Answer: 1992-1993,1992,1993,0.0,0.25,2,2,2.0,0,0,0,684,
3285,12065,22,10632,2004,2004,Answer: 2002-2004,2002,2004,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,732,
3286,5155,15,5002,2013,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,629,
3287,10090,22,10093,2007,2008,Answer: 2003-2006,2003,2006,0.0,0.16666666666666666,4,2,3.0,0,0,0,692,
3288,7889,20,6734,1970,1970,Answer: 1971-1971,1971,1971,0.0,0.5,1,1,1.0,0,0,0,746,
3289,6929,20,6706,1931,1931,Answer: ####-####,,,0.0,0.0,,,,0,0,0,722,
3290,5541,17,6177,1979,1979,Answer: 1979-1979,1979,1979,1.0,1.0,0,0,0.0,0,0,0,677,
3291,1478,1,114,,1974,Answer: ####-####,,,0.0,0.0,,,,0,0,0,693,
3292,12474,22,11512,2014,2015,Answer: ####-####,,,0.0,0.0,,,,0,0,0,678,
3293,727,1,239,2015,,Answer: 2015-####,2015,2015,0.0,0.0,0,,,0,0,0,709,
3294,8629,20,6233,1993,1993,Answer: 1993-1993,1993,1993,1.0,1.0,0,0,0.0,0,0,0,726,
3295,10402,22,10228,2007,2008,Answer: 2007-2008,2007,2008,1.0,1.0,0,0,0.0,0,0,0,710,
3296,5864,17,5836,1973,1973,Answer: 1973-1973,1973,1973,1.0,1.0,0,0,0.0,0,0,0,699,
3297,11093,22,9985,2005,2005,Answer: 1991-1996,1991,1996,-0.5333333333333333,0.06666666666666667,14,9,11.5,0,0,0,704,
3298,9975,22,9569,1972,1975,Answer: 1972-1974,1972,1974,0.75,0.75,0,1,0.5,0,0,0,720,
3299,11776,22,2999,2002,2002,Answer: 2004-2005,2004,2005,-0.25,0.25,2,3,2.5,0,0,0,700,
3300,1090,1,487,,2014,Answer: ####-####,,,0.0,0.0,,,,0,0,0,725,
3301,5840,20,5841,1980,1980,Answer: ####-####,,,0.0,0.0,,,,0,0,0,708,
3302,9381,20,5762,1933,1933,Answer: ####-####,,,0.0,0.0,,,,0,0,0,696,
3303,6602,17,6606,1990,1990,Answer: ####-####,,,0.0,0.0,,,,0,0,0,701,
3304,11326,22,10914,2012,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,686,
3305,3135,14,4175,1963,1964,Answer: 1959-1965,1959,1965,0.2857142857142857,0.2857142857142857,4,1,2.5,0,0,0,570,
3306,10598,22,10524,2005,2012,Answer: 2002-2012,2002,2012,0.7272727272727273,0.7272727272727273,3,0,1.5,0,0,0,734,
3307,11359,22,9592,2007,2012,Answer: 2007-2012,2007,2012,1.0,1.0,0,0,0.0,0,0,0,680,
3308,10080,22,10083,2002,2003,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
3309,10969,22,5656,1995,1995,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
3310,492,15,4987,1967,,Answer: ####-1967,1967,1967,0.0,0.0,0,,,0,0,0,528,
3311,12217,22,10575,2010,2011,Answer: 2007-2009,2007,2009,0.0,0.2,3,2,2.5,0,0,0,682,
3312,10968,22,10914,2002,2003,Answer: 2004-2007,2004,2007,0.0,0.16666666666666666,2,4,3.0,0,0,0,694,
3313,2605,9,2476,1927,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,670,
3314,12319,22,10604,2010,2010,Answer: 2010-2011,2010,2011,0.5,0.5,0,1,0.5,0,0,0,640,
3315,7125,20,6780,1905,1905,Answer: 1905-1905,1905,1905,1.0,1.0,0,0,0.0,0,0,0,698,
3316,9951,22,9886,2008,2012,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
3317,6773,17,6368,2013,2013,Answer: 2013-2013,2013,2013,1.0,1.0,0,0,0.0,0,0,0,679,
3318,11420,22,11143,2012,,Answer: 2008-2018,2008,2018,0.0,0.0,4,,,0,0,0,710,
3319,2183,7,2186,1972,1973,Answer: 1972-1982,1972,1982,0.18181818181818182,0.18181818181818182,0,9,4.5,0,0,0,667,
3320,11363,22,10018,2006,2007,Answer: 2010-2013,2010,2013,-0.25,0.125,4,6,5.0,0,0,0,676,
3321,11780,22,9578,2004,2006,Answer: 2010-2010,2010,2010,-0.42857142857142855,0.14285714285714285,6,4,5.0,0,0,0,672,
3322,12046,22,9946,2014,,Answer: 2012-2015,2012,2015,0.0,0.0,2,,,0,0,0,736,
3323,8438,20,6780,1936,1936,Answer: 1901-1938,1901,1938,0.02631578947368421,0.02631578947368421,35,2,18.5,0,0,0,694,
3324,12130,22,10490,2007,2007,Answer: ####-####,,,0.0,0.0,,,,0,0,0,702,
3325,10199,22,10201,2009,2011,Answer: 2008-2009,2008,2009,0.25,0.25,1,2,1.5,0,0,0,750,
3326,12081,22,9999,2001,2005,Answer: ####-####,,,0.0,0.0,,,,0,0,0,678,
3327,11340,22,9735,2005,2008,Answer: 2007-2009,2007,2009,0.4,0.4,2,1,1.5,0,0,0,672,
3328,8386,17,6068,1998,1998,Answer: 1998-1998,1998,1998,1.0,1.0,0,0,0.0,0,0,0,677,
3329,12035,22,10686,2009,2010,Answer: 2007-2008,2007,2008,0.0,0.25,2,2,2.0,0,0,0,680,
3330,6371,17,6188,1993,1993,Answer: 1998-1998,1998,1998,-0.6666666666666666,0.16666666666666666,5,5,5.0,0,0,0,667,
3331,10694,22,10116,1995,1996,Answer: 1993-1995,1993,1995,0.25,0.25,2,1,1.5,0,0,0,672,
3332,11582,22,10445,2007,2008,Answer: 2003-2004,2003,2004,-0.3333333333333333,0.16666666666666666,4,4,4.0,0,0,0,682,
3333,6195,17,6197,1988,1988,1962-1988,1962,1988,0.037037037037037035,0.037037037037037035,26,0,13.0,0,0,0,731,
3334,3607,14,3610,1949,1959,Answer: 1949-1959,1949,1959,1.0,1.0,0,0,0.0,0,0,0,509,
3335,11705,22,11001,2001,2002,Answer: 2003-2004,2003,2004,0.0,0.25,2,2,2.0,0,0,0,698,
3336,6032,20,7473,1993,1993,Answer: 1975-2016,1975,2016,0.023809523809523808,0.023809523809523808,18,23,20.5,0,0,0,728,
3337,439,1,31,1493,1708,Answer: 1400-1547,1400,1547,0.1779935275080906,0.1779935275080906,93,161,127.0,0,0,0,707,
3338,11854,22,11058,2001,2001,Answer: 1999-2001,1999,2001,0.3333333333333333,0.3333333333333333,2,0,1.0,0,0,0,744,
3339,3813,14,3473,1997,2001,Answer: 1997-2001,1997,2001,1.0,1.0,0,0,0.0,0,0,0,578,
3340,11527,22,9592,1971,1972,Answer: 1971-1982,1971,1982,0.16666666666666666,0.16666666666666666,0,10,5.0,0,0,0,670,
3341,8592,17,9022,2004,2004,Answer: ####-####,,,0.0,0.0,,,,0,0,0,619,
3342,11692,22,10911,1965,1966,Answer: 1969-1970,1969,1970,-0.3333333333333333,0.16666666666666666,4,4,4.0,0,0,0,678,
3343,12152,22,10649,2010,2010,Answer: 2010-2011,2010,2011,0.5,0.5,0,1,0.5,0,0,0,686,
3344,7003,17,5936,2004,2004,Answer: 2019-2019,2019,2019,-0.875,0.0625,15,15,15.0,0,0,0,679,
3345,8784,17,6706,1970,1970,Answer: 1970-1970,1970,1970,1.0,1.0,0,0,0.0,0,0,0,719,
3346,457,1,125,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,685,
3347,7949,17,6198,2000,2000,Answer: ####-####,,,0.0,0.0,,,,0,0,0,687,
3348,7277,17,5453,1997,1997,Answer: 1997-1997,1997,1997,1.0,1.0,0,0,0.0,0,0,0,717,
3349,10830,22,9592,2001,2002,Answer: 2004-2009,2004,2009,-0.1111111111111111,0.1111111111111111,3,7,5.0,0,0,0,674,
3350,4938,14,3456,2010,2015,Answer: 2017-2019,2017,2019,-0.1,0.1,7,4,5.5,0,0,0,578,
3351,11244,22,9798,2009,2010,Answer: 2009-2010,2009,2010,1.0,1.0,0,0,0.0,0,0,0,688,
3352,9965,22,9567,2008,2011,Answer: 2010-2014,2010,2014,0.2857142857142857,0.2857142857142857,2,3,2.5,0,0,0,672,
3353,11615,22,10553,2007,2008,Answer: 2006-2011,2006,2011,0.3333333333333333,0.3333333333333333,1,3,2.0,0,0,0,728,
3354,11275,22,10807,2015,2015,Answer: 2013-2013,2013,2013,-0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,676,
3355,9400,20,7919,2000,2000,Answer: 1995-2000,1995,2000,0.16666666666666666,0.16666666666666666,5,0,2.5,0,0,0,720,
3356,10343,22,9845,1978,1981,Answer: 1984-1985,1984,1985,-0.25,0.125,6,4,5.0,0,0,0,688,
3357,11054,22,10457,2012,2012,Answer: 2007-2008,2007,2008,-0.5,0.16666666666666666,5,4,4.5,0,0,0,682,
3358,2783,15,4969,1962,,Answer: 1962-1962,1962,1962,0.0,0.0,0,,,0,0,0,698,
3359,10924,22,10927,2002,2002,Answer: 2007-2008,2007,2008,-0.5714285714285714,0.14285714285714285,5,6,5.5,0,0,0,692,
3360,5441,20,6045,2006,2006,Answer: ####-####,,,0.0,0.0,,,,0,0,0,716,
3361,1189,1,953,1920,,Answer: 1790-2024,1790,2024,0.0,0.0,130,,,0,0,0,687,
3362,3215,17,5410,1960,1960,Answer: ####-####,,,0.0,0.0,,,,0,0,0,675,
3363,9883,22,9884,2012,2014,Answer: 2010-2011,2010,2011,0.0,0.2,2,3,2.5,0,0,0,690,
3364,10846,22,9586,2003,2006,Answer: 2001-2004,2001,2004,0.3333333333333333,0.3333333333333333,2,2,2.0,0,0,0,736,
3365,12037,22,10085,2014,2014,Answer: 2013-2014,2013,2014,0.5,0.5,1,0,0.5,0,0,0,682,
3366,1956,5,1957,1971,,Answer: ####-####,,,0.0,0.0,,,,0,0,0,650,
3367,5647,16,5650,2002,2002,Answer: 1995-1995,1995,1995,-0.75,0.125,7,7,7.0,0,0,0,693,
3368,9029,20,6678,2010,2010,Answer: 2007-2015,2007,2015,0.1111111111111111,0.1111111111111111,3,5,4.0,0,0,0,738,
3369,12049,22,9976,2011,2012,Answer: 2013-2014,2013,2014,0.0,0.25,2,2,2.0,0,0,0,684,
3370,6361,17,6362,1975,1975,Answer: 1975-1975,1975,1975,1.0,1.0,0,0,0.0,0,0,0,675,
3371,12162,22,10123,2003,2004,Answer: 2003-2004,2003,2004,1.0,1.0,0,0,0.0,0,0,0,680,
3372,10368,22,10369,1996,1998,Answer: 1995-1997,1995,1997,0.5,0.5,1,1,1.0,0,0,0,680,
3373,7269,20,7092,1945,1945,Answer: 1951-1951,1951,1951,-0.7142857142857143,0.14285714285714285,6,6,6.0,0,0,0,690,
3374,3576,14,3454,2017,,Answer: 2017-2019,2017,2019,0.0,0.0,0,,,0,0,0,576,
3375,2183,9,2492,1956,,Answer: 1956-1956,1956,1956,0.0,0.0,0,,,0,0,0,694,
3376,8661,20,9006,2014,2014,Answer: 2013-2013,2013,2013,0.0,0.5,1,1,1.0,0,0,0,696,
3377,1959,6,2008,1804,1867,Answer: 1804-1867,1804,1867,1.0,1.0,0,0,0.0,0,0,0,660,
3378,11292,22,9750,2003,2004,Answer: 2003-2005,2003,2005,0.6666666666666666,0.6666666666666666,0,1,0.5,0,0,0,682,
3379,1910,14,3956,1908,1938,Answer: ####-####,,,0.0,0.0,,,,0,0,0,660,
3380,8753,17,6780,1948,1948,Answer: 1948-1948,1948,1948,1.0,1.0,0,0,0.0,0,0,0,693,
3381,11086,22,10161,2013,2014,Answer: 2016-2017,2016,2017,-0.2,0.2,3,3,3.0,0,0,0,684,
3382,10489,22,10491,2016,,Answer: 2007-2008,2007,2008,0.0,0.0,9,,,0,0,0,682,
3383,5678,16,5505,1959,1959,Answer: 1953-1960,1953,1960,0.125,0.125,6,1,3.5,0,0,0,677,
3384,10889,22,9939,1994,1994,Answer: 1996-1997,1996,1997,-0.25,0.25,2,3,2.5,0,0,0,690,
3385,6390,17,5970,2004,2004,Answer: 2004-2006,2004,2006,0.3333333333333333,0.3333333333333333,0,2,1.0,0,0,0,713,
3386,12263,22,9921,2004,2006,Answer: 2007-2015,2007,2015,0.0,0.08333333333333333,3,9,6.0,0,0,0,668,
3387,12211,22,10004,2011,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,676,
3388,12292,22,9678,1979,1979,Answer: 1981-1984,1981,1984,-0.16666666666666666,0.16666666666666666,2,5,3.5,0,0,0,680,
3389,261,1,46,1930,1932,Answer: 1919-1991,1919,1991,0.0410958904109589,0.0410958904109589,11,59,35.0,0,0,0,735,
3390,4340,14,4127,1992,1997,Answer: 1981-1992,1981,1992,0.058823529411764705,0.058823529411764705,11,5,8.0,0,0,0,527,
3391,3343,21,9473,2006,,Answer: 2006-2006,2006,2006,0.0,0.0,0,,,0,0,0,724,
3392,11290,22,9732,2010,2011,Answer: 2009-2011,2009,2011,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,606,
3393,5962,20,5965,2003,2003,Answer: 1991-2003,1991,2003,0.07692307692307693,0.07692307692307693,12,0,6.0,0,0,0,720,
3394,10869,22,10807,2000,2000,Answer: 2007-2008,2007,2008,-0.6666666666666666,0.1111111111111111,7,8,7.5,0,0,0,674,
3395,10324,22,10328,1983,1993,Answer: 1980-1992,1980,1992,0.7142857142857143,0.7142857142857143,3,1,2.0,0,0,0,716,
3396,6053,20,8079,1985,1985,Answer: 1972-2009,1972,2009,0.02631578947368421,0.02631578947368421,13,24,18.5,0,0,0,738,
3397,7521,17,6066,1984,1984,Answer: 1991-1991,1991,1991,-0.75,0.125,7,7,7.0,0,0,0,733,
3398,10511,22,9791,1989,1990,Answer: 1988-1990,1988,1990,0.6666666666666666,0.6666666666666666,1,0,0.5,0,0,0,702,
3399,11215,22,10637,1980,1981,Answer: 1983-1983,1983,1983,-0.25,0.25,3,2,2.5,0,0,0,706,
3400,12392,22,10549,2007,2008,Answer: 2007-2010,2007,2010,0.5,0.5,0,2,1.0,0,0,0,676,
3401,12143,22,10157,2009,2010,Answer: 2007-2008,2007,2008,0.0,0.25,2,2,2.0,0,0,0,698,
3402,10560,22,10562,2001,2002,Answer: 1991-1993,1991,1993,-0.5833333333333334,0.08333333333333333,10,9,9.5,0,0,0,694,
3403,1858,17,6222,2014,2014,Answer: 2009-2018,2009,2018,0.1,0.1,5,4,4.5,0,0,0,711,
3404,11539,22,10285,2010,2011,Answer: 2013-2016,2013,2016,-0.14285714285714285,0.14285714285714285,3,5,4.0,0,0,0,686,
3405,12483,22,10450,2012,2013,Answer: ####-####,,,0.0,0.0,,,,0,0,0,688,
3406,11632,22,10594,2010,2011,Answer: ####-####,,,0.0,0.0,,,,0,0,0,680,
3407,10700,22,9740,2011,2012,Answer: 2017-2020,2017,2020,-0.4,0.1,6,8,7.0,0,0,0,676,
3408,12202,22,10421,2004,2005,Answer: 2004-2005,2004,2005,1.0,1.0,0,0,0.0,0,0,0,740,
